instance,timestamp,metric_name,value
node-exporter:9100,2024-12-09 22:15:51,cpu_usage,0.25133333333333324
node-exporter:9100,2024-12-09 22:16:51,cpu_usage,0.4993000466635558
node-exporter:9100,2024-12-09 22:17:51,cpu_usage,0.16198920071995204
node-exporter:9100,2024-12-09 22:23:05,cpu_usage,0.09266666666666666
node-exporter:9100,2024-12-09 22:24:06,cpu_usage,0.07956793278954492
